rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit
5011,CAND-03315,COc1ccc(S(=O)(=O)N2Cc3cccc(C(F)(F)F)c3N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1,0.4874619258540448,5.90468399576373,0.37035673230614236,0.5030109025826712,0.6,-5.297431500000002,2,0.7397260273972602,False
5012,CAND-03313,COc1ccc(S(=O)(=O)N2Cc3cc(C(F)(F)F)ccc3N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1,0.4874619258540448,5.90468399576373,0.37035673230614236,0.5030109025826712,0.6,-5.297431500000002,2,0.7638888888888888,False
5013,CAND-03314,COc1ccc(S(=O)(=O)N2Cc3ccc(C(F)(F)F)cc3N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1,0.4874619258540448,5.90468399576373,0.37035673230614236,0.5030109025826712,0.6,-5.297431500000002,2,0.7638888888888888,False
5014,CAND-03373,CCCCOc1ccc(S(=O)(=O)N2C[C@@H](N3C(=O)NC(C)(C)C3=O)C[C@@H]2C(=O)NO)c(C(F)(F)F)c1,0.48647517518139066,6.691202675022312,0.5329217393383554,0.6146636741775202,0.19999999999999996,-4.658119900000002,4,0.7361111111111112,True
5015,CAND-00912,COc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(OC)cc3O)C2C(=O)NO)cc1,0.4862187266771606,6.176596821158732,0.4265582079203722,0.46278058733566435,0.6,-5.527785900000001,2,0.7916666666666666,True
5016,CAND-05304,CCCCOc1ccc(S(=O)(=O)N2C[C@@H](N3C(=O)CN(CCC)C3=O)C[C@@H]2C(=O)NO)c(Cl)c1,0.48621767499537855,6.55553125649903,0.5048799067818821,0.6327860065795865,0.19999999999999996,-4.554353400000002,4,0.7714285714285715,True
5017,CAND-04142,CC(C)ON([C@H](CCNC(=O)c1cccc(C(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)c1F)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.48607838849780993,5.3484323548661425,0.2553854616944412,0.5765838888655056,0.6,-4.876160599999998,2,0.7741935483870968,False
5018,CAND-04136,CC(C)ON([C@H](CCNC(=O)c1cc(F)cc(C(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)c1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.4860783884978098,5.3484323548661425,0.2553854616944412,0.5765838888655055,0.6,-4.876160599999999,2,0.85,False
5019,CAND-04139,CC(C)ON([C@H](CCNC(=O)c1cccc(C(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c2ccc(-c3ccccc3F)cc2)c1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.4860783884978098,5.3484323548661425,0.2553854616944412,0.5765838888655055,0.6,-4.876160599999999,2,0.8571428571428571,False
5020,CAND-04141,CC(C)ON([C@H](CCNC(=O)c1cccc(C(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c2ccc(-c3ccc(F)cc3)cc2)c1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.4860783884978098,5.3484323548661425,0.2553854616944412,0.5765838888655055,0.6,-4.876160599999999,2,0.9152542372881356,False
