molecule_chembl_id,canonical_smiles,pIC50_median,n_measurements
CHEMBL6036531,COc1ccc(Cl)cc1C1(CCC(=O)N2CCN(c3cccc(Cl)c3)CC2)NC(=O)NC1=O,7.43,1
CHEMBL5839480,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cccc(F)c2)[C@@H](C)C1,7.43,1
CHEMBL6003300,Cc1cc(C2(CCC(=O)N3CCN(c4cc(F)cc(F)c4)[C@@H](C)C3)NC(=O)NC2=O)no1,7.43,1
CHEMBL5920727,C[C@H]1CN(C(=O)CCC2(c3ccccn3)NC(=O)NC2=O)CCN1c1cc(F)cc(Cl)c1,7.43,1
CHEMBL5961990,C[C@H]1CN(C(=O)CCC2(c3cnn(C)c3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,7.43,1
CHEMBL6019951,O=C1NC(=O)C(CCC(=O)N2CCC(c3cccc(Cl)c3)CC2)(C2CC2)N1,7.43,1
CHEMBL6057779,O=C1NC(=O)C(CCC(=O)N2CCC(c3cccc(F)c3)CC2)(C2CC2)N1,7.43,1
CHEMBL5986716,C[C@@H](C[C@@]1(C)NC(=O)NC1=O)C(=O)N1CCC(c2cc(Cl)cc(Cl)c2)CC1,7.43,1
CHEMBL5842127,Cc1cccc(C2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)c1,7.43,1
CHEMBL5748739,C[C@@H](C[C@@]1(C)NC(=O)NC1=O)C(=O)N1CCC(c2cccc(F)c2)CC1,7.43,1
CHEMBL5939406,C[C@@H](C[C@@]1(C)NC(=O)NC1=O)C(=O)N1CCC(c2cccc(Cl)c2)CC1,7.43,1
CHEMBL6057224,C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CC[C@H]1c1ccc(F)c(F)c1,7.43,1
CHEMBL5818707,COc1cc(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(F)c1Cl,7.43,1
CHEMBL5917771,COc1cc(C2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(F)c1Cl,7.43,1
CHEMBL6063911,CCc1cc(C2CCN(C(=O)[C@@H](C)C[C@@]3(COC)NC(=O)NC3=O)CC2)cc(OC)c1Cl,7.43,1
CHEMBL5949849,COc1cc(C2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(C)c1Cl,7.43,1
CHEMBL5917303,COC[C@]1(C[C@H](C)C(=O)N2CCC(c3cc(C)c(Cl)c(OC)c3)CC2)NC(=O)NC1=O,7.43,1
CHEMBL6036185,COc1cc(N2CCN(C(=O)CCC3(C)NC(=O)NC3=O)C[C@@H]2C)ccc1Cl,7.43,1
CHEMBL5958253,COc1cc(F)cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)c1,7.43,1
CHEMBL5768101,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,7.43,1
CHEMBL5925650,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)ccc1Cl,7.43,1
CHEMBL6004626,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3)[C@@H](C)C2)NC(=O)NC1=O,7.43,1
CHEMBL5993251,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3ccc(Cl)c(OC)c3)[C@@H](C)C2)NC(=O)NC1=O,7.43,1
CHEMBL5960456,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(c4ccccn4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,7.43,1
