rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_adamts5,pIC50_adamts4,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
316,CAND-00460,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2cccc(F)c2)n1,0.4131461066309541,6.916308811416316,0.5366226918626689,0.515698651155419,0.5,0.1494492023320656,1,1.0,-3.0039902,2,0.8648648648648649,False,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2cccc(F)c2)n1,6.78,5.7,1.08,False,3.39,594.7,4.68,3,10,125.0,13,True,False,0.566,False
317,CAND-00445,CNc1nc(NCc2csc(-c3ccc(C(F)(F)F)s3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.4124720650153282,6.193563493830393,0.3160756515302501,0.5594063756956287,1.0,0.1814474641673437,1,1.0,-2.796468,0,0.8378378378378378,False,CNc1nc(NCc2csc(-c3ccc(C(F)(F)F)s3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.27,5.84,0.43,False,3.69,678.7,5.7,3,11,125.0,10,False,True,0.579,False
318,CAND-00559,Cc1cccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)c1,0.4123293839241451,6.519392862421848,0.4155030724317809,0.6290277756569804,0.5,0.348592825694182,1,1.0,-2.4659089,2,0.8103448275862069,False,Cc1cccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)c1,6.5,7.28,-0.78,False,2.45,515.0,4.75,2,6,95.9,7,True,True,0.81,False
319,CAND-00556,Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,0.4123293839241451,6.519392862421848,0.4155030724317809,0.6290277756569804,0.5,0.348592825694182,1,1.0,-2.4659089,2,0.7833333333333333,False,Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,6.8,6.04,0.76,False,2.46,515.0,4.75,2,6,95.9,7,True,True,0.749,False
320,CAND-00587,N#Cc1cccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)c1,0.4121451458890299,6.519392862421848,0.4155030724317809,0.5496079204667694,0.5,0.3479786989104647,1,1.0,-2.8429906000000003,2,0.7704918032786885,False,N#Cc1cccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)c1,6.46,7.26,-0.8,False,2.57,526.0,4.32,2,7,119.7,7,True,True,0.737,False
321,CAND-00042,Cc1c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)ccc(F)c1F,0.4120306845480079,6.95229868328324,0.5476050663299367,0.3707914095602257,0.25,0.2940938379434652,1,1.0,-3.6920029000000025,3,0.7808219178082192,False,Cc1c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)ccc(F)c1F,7.02,8.48,-1.46,False,3.2,541.7,3.26,1,5,98.2,9,True,True,0.796,False
322,CAND-01245,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3nc(-c4ccccc4)sc3F)n2)cc1,0.4106947036153431,6.253259429939337,0.3342919743598141,0.6195447195396332,1.0,0.1451623881181202,1,1.0,-2.510933999999999,0,0.7682926829268293,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3nc(-c4ccccc4)sc3F)n2)cc1,6.03,5.68,0.35,False,3.57,650.9,5.86,3,10,125.0,15,False,False,0.797,False
323,CAND-00561,COc1cc(Oc2ccc(Cl)cc2)ccc1S(=O)(=O)C1(C(=O)NO)CCN(Cc2ccccc2)CC1,0.4091502464202788,6.540757184839365,0.4220224340426306,0.5636383051431118,0.5,0.3271300979965451,1,1.0,-2.776375,2,0.7258064516129032,False,COc1cc(Oc2ccc(Cl)cc2)ccc1S(=O)(=O)C1(C(=O)NO)CCN(Cc2ccccc2)CC1,6.54,5.99,0.55,False,2.52,531.0,4.45,2,7,105.2,8,True,True,0.756,False
324,CAND-01279,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4ccccc4)n3)n2)cc1C#N,0.4083333284611857,6.232766508952138,0.3280385224708565,0.5705361837549979,1.0,0.1477135574191914,1,1.0,-2.743624199999997,0,0.7976190476190477,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4ccccc4)n3)n2)cc1C#N,6.09,5.71,0.38,False,3.57,657.9,5.59,3,11,148.8,15,False,False,0.809,False
325,CAND-00564,COc1cc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(Cc4ccccc4)CC3)cc2)ccc1Cl,0.4079516648707157,6.532901543690104,0.4196252709435044,0.5636383051431118,0.5,0.3271300979965451,1,1.0,-2.776375,2,0.7540983606557377,False,COc1cc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(Cc4ccccc4)CC3)cc2)ccc1Cl,6.49,5.97,0.52,False,2.48,531.0,4.45,2,7,105.2,8,True,True,0.824,False
326,CAND-01663,CN(C)c1ccc(O)c(OCC(=O)NC(c2cccc(F)c2)c2cc(Cl)c3cccnc3c2O)c1,0.4077865387543091,6.1766507124920365,0.3109146857277696,0.6587138561306164,0.75,0.3410973196347475,1,1.0,-2.3249607999999986,1,0.8055555555555556,False,CN(C)c1ccc(O)c(OCC(=O)NC(c2cccc(F)c2)c2cc(Cl)c3cccnc3c2O)c1,5.92,6.79,-0.87,False,3.04,495.9,4.79,3,6,94.9,7,True,True,0.469,True
327,CAND-01683,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)cc1OC,0.4074241050847868,6.225618490705471,0.3258572917797879,0.4901377383198344,1.0,0.1483181973163097,1,1.0,-3.125352199999996,0,0.8023255813953488,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)cc1OC,6.0,5.62,0.38,False,3.57,692.9,5.35,3,12,143.5,15,False,False,0.772,False
328,CAND-00550,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)CCN(Cc2ccccc2)CC1,0.4071612839919218,6.535770822854688,0.4205008366680258,0.6543831262001885,0.5,0.3230362188596964,1,1.0,-2.345522899999999,2,0.8214285714285714,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)CCN(Cc2ccccc2)CC1,6.42,6.12,0.3,False,2.46,535.4,5.1,2,6,95.9,7,False,True,0.719,False
329,CAND-01675,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4cccc(Cl)c4)n3)nc(NCC3CCOCC3)n2)cc1,0.407127298932334,6.23181614750422,0.3277485179568397,0.5808825593769114,1.0,0.1441767998463808,1,1.0,-2.694500099999994,0,0.8658536585365854,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4cccc(Cl)c4)n3)nc(NCC3CCOCC3)n2)cc1,5.91,5.87,0.04,False,3.52,697.3,6.0,3,11,134.3,14,False,False,0.564,False
330,CAND-00582,N#Cc1cc(Oc2ccc(Cl)cc2)ccc1S(=O)(=O)C1(C(=O)NO)CCN(Cc2ccccc2)CC1,0.4071103322632872,6.486394115601772,0.4054334451802956,0.5496079204667697,0.5,0.3479786989104647,1,1.0,-2.8429906,2,0.7142857142857143,False,N#Cc1cc(Oc2ccc(Cl)cc2)ccc1S(=O)(=O)C1(C(=O)NO)CCN(Cc2ccccc2)CC1,6.46,5.9,0.56,False,2.65,526.0,4.32,2,7,119.7,7,True,True,0.645,False
331,CAND-00583,N#Cc1cc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)ccc1Oc1ccc(Cl)cc1,0.4071103322632872,6.486394115601772,0.4054334451802956,0.5496079204667697,0.5,0.3479786989104647,1,1.0,-2.8429906,2,0.746031746031746,False,N#Cc1cc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)ccc1Oc1ccc(Cl)cc1,6.45,5.9,0.55,False,2.61,526.0,4.32,2,7,119.7,7,True,True,0.672,False
332,CAND-00584,N#Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,0.4071103322632871,6.486394115601772,0.4054334451802956,0.5496079204667694,0.5,0.3479786989104643,1,1.0,-2.8429906000000003,2,0.746031746031746,False,N#Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,6.47,5.9,0.57,False,2.59,526.0,4.32,2,7,119.7,7,True,True,0.676,False
333,CAND-01273,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4ccccc4)n3)n2)cc1C(F)(F)F,0.4061767932601097,6.265765255772214,0.3381081497223418,0.686846214236558,1.0,0.1237423946631293,1,1.0,-2.1913896999999976,0,0.7976190476190477,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4ccccc4)n3)n2)cc1C(F)(F)F,6.04,5.73,0.31,False,3.6,700.9,6.74,3,10,125.0,15,False,False,0.769,False
334,CAND-01672,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)c(Cl)c1,0.405928717382771,6.223960506354958,0.3253513548577135,0.5808825593769114,1.0,0.1441767998463807,1,1.0,-2.694500099999994,0,0.8192771084337349,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)c(Cl)c1,5.98,5.65,0.33,False,3.56,697.3,6.0,3,11,134.3,14,False,False,0.72,False
335,CAND-00585,N#Cc1cc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(Cc4ccccc4)CC3)cc2)ccc1Cl,0.4059117507137241,6.47853847445251,0.4030362820811694,0.5496079204667697,0.5,0.3479786989104647,1,1.0,-2.8429906,2,0.7419354838709677,False,N#Cc1cc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(Cc4ccccc4)CC3)cc2)ccc1Cl,6.39,5.89,0.5,False,2.62,526.0,4.32,2,7,119.7,7,True,True,0.727,False
336,CAND-00044,Cc1cc(F)cc(F)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.404980224420519,6.906089157766249,0.5335041460749588,0.370791409560226,0.25,0.2940938379434655,1,1.0,-3.692002900000001,3,0.7916666666666666,False,Cc1cc(F)cc(F)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.19,8.34,-1.15,False,3.2,541.7,3.26,1,5,98.2,9,True,True,0.762,False
337,CAND-00549,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3Cl)cc2)CCN(Cc2ccccc2)CC1,0.4046624018737994,6.519392862421848,0.4155030724317809,0.6543831262001885,0.5,0.3230362188596964,1,1.0,-2.345522899999999,2,0.8103448275862069,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3Cl)cc2)CCN(Cc2ccccc2)CC1,6.49,6.13,0.36,False,2.45,535.4,5.1,2,6,95.9,7,False,True,0.692,False
338,CAND-00552,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,0.4046624018737994,6.519392862421848,0.4155030724317809,0.6543831262001887,0.5,0.3230362188596964,1,1.0,-2.345522899999998,2,0.8545454545454545,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,6.48,7.22,-0.74,False,2.46,535.4,5.1,2,6,95.9,7,False,True,0.726,False
339,CAND-00548,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2)CCN(Cc2ccccc2)CC1,0.4046624018737994,6.519392862421848,0.4155030724317809,0.6543831262001885,0.5,0.3230362188596964,1,1.0,-2.345522899999999,2,0.8103448275862069,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2)CCN(Cc2ccccc2)CC1,6.47,6.13,0.34,False,2.48,535.4,5.1,2,6,95.9,7,False,True,0.667,False
340,CAND-00547,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2Cl)CCN(Cc2ccccc2)CC1,0.4046624018737994,6.519392862421848,0.4155030724317809,0.6543831262001885,0.5,0.3230362188596964,1,1.0,-2.345522899999999,2,0.7758620689655172,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2Cl)CCN(Cc2ccccc2)CC1,6.48,6.12,0.36,False,2.54,535.4,5.1,2,6,95.9,7,False,True,0.647,False
341,CAND-00457,C=CCCNc1nc(NCc2csc(-c3cccc(F)c3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.404504794535988,6.859672659373451,0.5193400676727365,0.5156986511554192,0.5,0.1494492023320656,1,1.0,-3.003990199999999,2,0.8648648648648649,False,C=CCCNc1nc(NCc2csc(-c3cccc(F)c3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.75,5.66,1.09,False,3.39,594.7,4.68,3,10,125.0,13,True,False,0.592,False
342,CAND-01626,COc1cc(C)ccc1OCC(=O)NC(c1ccccc1)c1cc(Cl)c2cccnc2c1O,0.40415909906836,6.047856649316083,0.2716129444993096,0.761877841027264,0.75,0.3945087560623506,1,1.0,-1.835143099999998,1,0.7692307692307693,False,COc1cc(C)ccc1OCC(=O)NC(c1ccccc1)c1cc(Cl)c2cccnc2c1O,5.99,5.91,0.08,False,2.73,462.9,5.2,2,5,80.7,7,True,True,0.188,True
343,CAND-00573,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2cccc(O)c2)CC1,0.4034010689187136,6.519392862421848,0.4155030724317809,0.5363496370277504,0.5,0.3188317756760773,1,1.0,-2.9059403,2,0.8392857142857143,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2cccc(O)c2)CC1,6.49,7.27,-0.78,False,2.51,517.0,4.15,3,7,116.2,7,True,True,0.788,False
344,CAND-00568,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2O)CCN(Cc2ccccc2)CC1,0.4034010689187136,6.519392862421848,0.4155030724317809,0.5363496370277504,0.5,0.3188317756760773,1,1.0,-2.9059403,2,0.7627118644067796,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2O)CCN(Cc2ccccc2)CC1,6.49,5.84,0.65,False,2.58,517.0,4.15,3,7,116.2,7,True,True,0.703,False
345,CAND-00047,Cc1cc(F)cc(Cl)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.4031141072354286,6.915586530496332,0.5364022865341042,0.4265580795090095,0.25,0.2830432132279218,1,1.0,-3.4272254,3,0.76,False,Cc1cc(F)cc(Cl)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.26,8.39,-1.13,False,3.2,558.1,3.77,1,5,98.2,9,True,True,0.747,False
346,CAND-01627,Cc1ccc(OCC(=O)NC(c2ccccc2)c2cc(Cl)c3cccnc3c2O)c(O)c1,0.4028906495350279,6.047927565474293,0.2716345846931987,0.7345891729119026,0.75,0.3902445239614286,1,1.0,-1.9647083999999984,1,0.7936507936507936,False,Cc1ccc(OCC(=O)NC(c2ccccc2)c2cc(Cl)c3cccnc3c2O)c(O)c1,5.94,5.79,0.15,False,2.81,448.9,4.89,3,5,91.7,6,True,True,0.211,True
347,CAND-01701,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)cc1C#N,0.4025447891023196,6.171255421467877,0.3092683029174528,0.4761073536434924,1.0,0.1597021254786438,1,1.0,-3.191967799999996,0,0.8023255813953488,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)cc1C#N,5.88,5.66,0.22,False,3.66,687.9,5.22,3,12,158.0,14,False,False,0.752,False
348,CAND-00571,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(O)c3)cc2)CCN(Cc2ccccc2)CC1,0.4022024873691505,6.511537221272586,0.4131059093326546,0.5363496370277504,0.5,0.3188317756760773,1,1.0,-2.9059403,2,0.7931034482758621,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(O)c3)cc2)CCN(Cc2ccccc2)CC1,6.44,5.82,0.62,False,2.54,517.0,4.15,3,7,116.2,7,True,True,0.778,False
349,CAND-00497,C=CCCNc1nc(NCc2csc(-c3cccc(C#N)c3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.4020965095589232,6.84564304939719,0.5150589068239642,0.4666901153707833,0.5,0.1485568538231373,1,1.0,-3.2366804000000005,2,0.8311688311688312,False,C=CCCNc1nc(NCc2csc(-c3cccc(C#N)c3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.75,5.67,1.08,False,3.48,601.8,4.41,3,11,148.8,13,False,False,0.65,False
350,CAND-00500,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2cccc(C#N)c2)n1,0.4020965095589232,6.84564304939719,0.5150589068239642,0.4666901153707836,0.5,0.1485568538231373,1,1.0,-3.2366804,2,0.8311688311688312,False,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2cccc(C#N)c2)n1,6.77,5.7,1.07,False,3.47,601.8,4.41,3,11,148.8,13,False,False,0.642,False
351,CAND-00051,COc1c(F)ccc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)c1C,0.4020487719979678,6.932100528999508,0.5414415630334589,0.3358132584519324,0.25,0.271093301604128,1,1.0,-3.8580775000000016,3,0.7402597402597403,False,COc1c(F)ccc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)c1C,7.02,8.46,-1.44,False,3.23,553.7,3.13,1,6,107.5,10,True,True,0.741,False
352,CAND-00442,CNc1nc(NCc2nc(-c3cccs3)sc2C(F)(F)F)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.4019519993076337,6.124613774809251,0.2950355201148613,0.5594063756956287,1.0,0.1814474641673437,1,1.0,-2.796468,0,0.7922077922077922,False,CNc1nc(NCc2nc(-c3cccs3)sc2C(F)(F)F)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.3,5.82,0.48,False,3.76,678.7,5.7,3,11,125.0,10,False,True,0.612,False
353,CAND-00829,C=CCCNc1nc(NCc2csc(-c3sccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.4015691654398874,6.952091053734653,0.5475417077978064,0.5821387429634144,0.5,0.0926610384699473,1,1.0,-2.6885357999999986,2,0.8170731707317073,False,C=CCCNc1nc(NCc2csc(-c3sccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.61,5.84,0.77,False,3.78,668.8,5.76,3,11,125.0,13,False,False,0.735,False
354,CAND-00794,C=CCCNc1nc(NCc2cccc(F)c2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.4015326022186264,6.814453309295136,0.5055413012430359,0.5194650746821919,0.5,0.1625398386570282,1,1.0,-2.9861074,2,0.8472222222222222,False,C=CCCNc1nc(NCc2cccc(F)c2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.41,6.16,0.25,False,3.32,579.6,4.58,3,8,112.1,12,True,False,0.716,False
355,CAND-00796,C=CCCNc1nc(NCc2ccccc2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2F)n1,0.4015326022186264,6.814453309295136,0.5055413012430359,0.519465074682192,0.5,0.1625398386570282,1,1.0,-2.9861073999999994,2,0.7972972972972973,False,C=CCCNc1nc(NCc2ccccc2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2F)n1,6.39,5.73,0.66,False,3.36,579.6,4.58,3,8,112.1,12,True,False,0.686,False
356,CAND-01129,COc1ccccc1OCC(=O)NC(c1ccccc1)c1ccc2cccnc2c1O,0.4010821474177954,5.873415480835473,0.2183819065604807,0.6803241607829902,0.75,0.4729706471251835,1,1.0,-2.222356099999999,1,0.7636363636363637,False,COc1ccccc1OCC(=O)NC(c1ccccc1)c1ccc2cccnc2c1O,6.02,5.44,0.58,False,2.56,414.5,4.23,2,5,80.7,7,True,True,0.667,True
357,CAND-01431,CCCCNc1nc(NCc2csc(-c3sccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)cc2)n1,0.4006129246685748,6.485000211738866,0.4050080928964529,0.6015103773679287,0.75,0.160362927401161,1,1.0,-2.596560199999999,1,0.7875,False,CCCCNc1nc(NCc2csc(-c3sccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)cc2)n1,6.23,5.75,0.48,False,3.55,637.2,5.62,3,11,125.0,13,False,False,0.575,False
358,CAND-00043,Cc1cc(F)c(F)cc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.400349063873403,6.8757359995885485,0.5242418249807268,0.3707914095602259,0.25,0.2940938379434655,1,1.0,-3.6920029000000016,3,0.8285714285714286,False,Cc1cc(F)c(F)cc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.16,8.4,-1.24,False,3.16,541.7,3.26,1,5,98.2,9,True,True,0.799,False
359,CAND-00046,Cc1cc(F)c(Cl)cc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.3984829466883126,6.885233372318631,0.5271399654398721,0.4265580795090095,0.25,0.2830432132279218,1,1.0,-3.4272254,3,0.7837837837837838,False,Cc1cc(F)c(Cl)cc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.21,8.43,-1.22,False,3.18,558.1,3.77,1,5,98.2,9,True,True,0.775,False
360,CAND-00053,COc1cc(F)cc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.3979783072391296,6.9054222354217325,0.5333006335157825,0.3358132584519326,0.25,0.271093301604128,1,1.0,-3.8580775000000007,3,0.7402597402597403,False,COc1cc(F)cc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.2,8.28,-1.08,False,3.2,553.7,3.13,1,6,107.5,10,True,True,0.703,False
361,CAND-00437,CNc1nc(NCc2csc(-c3sccc3O)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.3978093399279835,6.38845541355416,0.3755472731844025,0.4298380617750492,0.75,0.2001190111192742,1,1.0,-3.4116522000000007,1,0.8026315789473685,False,CNc1nc(NCc2csc(-c3sccc3O)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.14,6.37,-0.23,False,3.63,626.7,4.38,4,12,145.3,10,False,False,0.633,False
362,CAND-00461,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(F)cc2)n1,0.3976811788540122,6.814949898408529,0.505692836308785,0.515698651155419,0.5,0.1494492023320656,1,1.0,-3.0039902,2,0.9014084507042254,False,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(F)cc2)n1,6.77,5.66,1.11,False,3.35,594.7,4.68,3,10,125.0,13,True,False,0.607,False
363,CAND-00458,C=CCCNc1nc(NCc2csc(-c3ccc(F)cc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.3976811788540122,6.814949898408529,0.505692836308785,0.5156986511554192,0.5,0.1494492023320656,1,1.0,-3.003990199999999,2,0.9014084507042254,False,C=CCCNc1nc(NCc2csc(-c3ccc(F)cc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.7,5.66,1.04,False,3.36,594.7,4.68,3,10,125.0,13,True,False,0.634,False
364,CAND-01130,O=C(COc1ccccc1O)NC(c1ccccc1)c1ccc2cccnc2c1O,0.3976651600886979,5.884123511809049,0.2216494815714101,0.6530354926676287,0.75,0.4561347310099758,1,1.0,-2.3519214,1,0.7924528301886793,False,O=C(COc1ccccc1O)NC(c1ccccc1)c1ccc2cccnc2c1O,6.05,5.39,0.66,False,2.63,400.4,3.93,3,5,91.7,6,True,True,0.671,True
365,CAND-01676,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccc(Cl)cc4)n3)nc(NCC3CCOCC3)n2)cc1,0.3973616306612659,6.167810835935552,0.3082171814147033,0.5808825593769114,1.0,0.1441767998463808,1,1.0,-2.694500099999994,0,0.8734177215189873,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccc(Cl)cc4)n3)nc(NCC3CCOCC3)n2)cc1,5.85,5.76,0.09,False,3.5,697.3,6.0,3,11,134.3,14,False,False,0.584,False
366,CAND-00055,Cc1cc(F)c(O)cc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.3970490297859103,6.8757359995885485,0.5242418249807268,0.3085245903365711,0.25,0.2830937243184899,1,1.0,-3.987642800000002,3,0.7945205479452054,False,Cc1cc(F)c(O)cc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.1,8.31,-1.21,False,3.23,539.7,2.82,2,6,118.5,9,True,True,0.808,False
