rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_adamts5,pIC50_adamts4,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
367,CAND-00456,C=CCCNc1nc(NCc2csc(-c3ccccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.3969364076772768,6.810068582569086,0.5042032939553142,0.5156986511554191,0.5,0.1494492023320656,1,1.0,-3.0039902,2,0.8472222222222222,False,C=CCCNc1nc(NCc2csc(-c3ccccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.75,5.63,1.12,False,3.39,594.7,4.68,3,10,125.0,13,True,False,0.589,False
368,CAND-00725,COc1ccc(C(NC(=O)COc2cccc(N(C)C)c2O)c2cc(Cl)c3cccnc3c2O)cc1,0.3966118401496288,6.14794666298887,0.3021555931270404,0.623735705022323,0.75,0.3184468119536952,1,1.0,-2.491035399999998,1,0.7727272727272727,False,COc1ccc(C(NC(=O)COc2cccc(N(C)C)c2O)c2cc(Cl)c3cccnc3c2O)cc1,5.97,6.79,-0.82,False,3.07,508.0,4.66,3,7,104.2,8,True,True,0.676,True
369,CAND-00722,COc1ccc(C(NC(=O)COc2cccc(N(C)C)c2OC)c2cc(Cl)c3cccnc3c2O)cc1,0.3965519658122774,6.141949004829415,0.3003253968963522,0.6510243731376841,0.75,0.3212975578803377,1,1.0,-2.3614700999999987,1,0.75,False,COc1ccc(C(NC(=O)COc2cccc(N(C)C)c2OC)c2cc(Cl)c3cccnc3c2O)cc1,6.02,6.82,-0.8,False,3.05,522.0,4.96,2,7,93.2,9,True,True,0.681,True
370,CAND-00050,Cc1cc(F)cc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.3965097667820472,6.847318993922383,0.5155703243258127,0.4012027289658013,0.25,0.2957486820638029,1,1.0,-3.5476114000000014,3,0.8142857142857143,False,Cc1cc(F)cc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.16,8.37,-1.21,False,3.16,537.7,3.43,1,5,98.2,9,True,True,0.772,False
371,CAND-00479,C=CCCNc1nc(NCc2csc(-c3ccc(OC)cc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.3955520427575637,6.8222846108497865,0.5079310370708624,0.4807205000471255,0.5,0.1386217474071082,1,1.0,-3.1700648,2,0.9466666666666668,False,C=CCCNc1nc(NCc2csc(-c3ccc(OC)cc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.95,5.69,1.26,False,3.35,606.8,4.55,3,11,134.3,14,False,False,0.549,False
372,CAND-00480,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2OC)n1,0.3955520427575637,6.8222846108497865,0.5079310370708624,0.4807205000471255,0.5,0.1386217474071082,1,1.0,-3.1700648,2,0.8024691358024691,False,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2OC)n1,7.02,5.67,1.35,False,3.39,606.8,4.55,3,11,134.3,14,False,False,0.456,False
373,CAND-01674,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4Cl)n3)nc(NCC3CCOCC3)n2)cc1,0.3954182779349672,6.155073878946847,0.3043304759621061,0.5808825593769114,1.0,0.1441767998463808,1,1.0,-2.694500099999994,0,0.8518518518518519,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4Cl)n3)nc(NCC3CCOCC3)n2)cc1,6.01,5.91,0.1,False,3.52,697.3,6.0,3,11,134.3,14,False,False,0.755,False
374,CAND-00498,C=CCCNc1nc(NCc2csc(-c3ccc(C#N)cc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.3952728938769475,6.800920288432269,0.5014116754600126,0.4666901153707833,0.5,0.1485568538231373,1,1.0,-3.2366804000000005,2,0.8648648648648649,False,C=CCCNc1nc(NCc2csc(-c3ccc(C#N)cc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.72,5.67,1.05,False,3.45,601.8,4.41,3,11,148.8,13,False,False,0.66,False
375,CAND-00501,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C#N)cc2)n1,0.3952728938769475,6.800920288432269,0.5014116754600126,0.4666901153707836,0.5,0.1485568538231373,1,1.0,-3.2366804,2,0.8648648648648649,False,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C#N)cc2)n1,6.78,5.67,1.11,False,3.44,601.8,4.41,3,11,148.8,13,False,False,0.622,False
376,CAND-01541,Cc1cc(Cl)ccc1OCc1nnc([S-])n1Cc1ccc(-c2ccccc2)cc1,0.395189435523825,5.999443699622424,0.2568396453731907,0.8523995553872957,0.75,0.3892320427907657,1,1.0,-1.405350299999999,1,0.6792452830188679,False,Cc1cc(Cl)ccc1OCc1nnc([S-])n1Cc1ccc(-c2ccccc2)cc1,6.02,6.01,0.01,False,2.46,420.9,5.44,0,5,39.9,6,True,True,1.138,True
377,CAND-00566,COc1cccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)c1,0.3951317062920019,6.448878062618261,0.3939853537860768,0.5636383051431118,0.5,0.3271300979965451,1,1.0,-2.776375,2,0.7966101694915254,False,COc1cccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)c1,6.53,7.25,-0.72,False,2.46,531.0,4.45,2,7,105.2,8,True,True,0.816,False
378,CAND-00477,C=CCCNc1nc(NCc2csc(-c3ccccc3OC)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.3948072715808283,6.817403295010343,0.5064414947173915,0.4807205000471255,0.5,0.1386217474071082,1,1.0,-3.1700648,2,0.8026315789473685,False,C=CCCNc1nc(NCc2csc(-c3ccccc3OC)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.95,5.64,1.31,False,3.39,606.8,4.55,3,11,134.3,14,False,False,0.541,False
379,CAND-00575,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2C(F)(F)F)CCN(Cc2ccccc2)CC1,0.3947593311095961,6.519392862421848,0.4155030724317809,0.6659179509483301,0.5,0.2900259829790187,1,1.0,-2.290756099999998,2,0.7142857142857143,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2C(F)(F)F)CCN(Cc2ccccc2)CC1,6.49,5.91,0.58,False,2.67,569.0,5.47,2,6,95.9,7,False,True,0.777,False
380,CAND-00577,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3C(F)(F)F)cc2)CCN(Cc2ccccc2)CC1,0.3947593311095961,6.519392862421848,0.4155030724317809,0.66591795094833,0.5,0.2900259829790188,1,1.0,-2.2907560999999985,2,0.746031746031746,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3C(F)(F)F)cc2)CCN(Cc2ccccc2)CC1,6.52,5.93,0.59,False,2.63,569.0,5.47,2,6,95.9,7,False,True,0.77,False
381,CAND-00576,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)c(C(F)(F)F)c2)CCN(Cc2ccccc2)CC1,0.3947593311095961,6.519392862421848,0.4155030724317809,0.6659179509483301,0.5,0.2900259829790187,1,1.0,-2.290756099999998,2,0.746031746031746,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)c(C(F)(F)F)c2)CCN(Cc2ccccc2)CC1,6.51,5.93,0.58,False,2.64,569.0,5.47,2,6,95.9,7,False,True,0.771,False
382,CAND-00580,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2cccc(C(F)(F)F)c2)CC1,0.3947593311095961,6.519392862421848,0.4155030724317809,0.6659179509483301,0.5,0.2900259829790187,1,1.0,-2.290756099999998,2,0.7704918032786885,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2cccc(C(F)(F)F)c2)CC1,6.55,7.35,-0.8,False,2.59,569.0,5.47,2,6,95.9,7,False,True,0.854,False
383,CAND-01631,CN(C)c1cccc(OCC(=O)NC(c2ccccc2Cl)c2cc(Cl)c3cccnc3c2O)c1O,0.3947490220737155,6.1501504233163615,0.3028280745752131,0.7144805260793996,0.75,0.3111166159536961,1,1.0,-2.0601832999999985,1,0.7391304347826086,False,CN(C)c1cccc(OCC(=O)NC(c2ccccc2Cl)c2cc(Cl)c3cccnc3c2O)c1O,6.06,6.7,-0.64,False,3.13,512.4,5.3,3,6,94.9,7,False,True,0.628,False
384,CAND-00795,C=CCCNc1nc(NCc2ccc(F)cc2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.3947089865366507,6.769730548330214,0.4918940698790844,0.5194650746821919,0.5,0.1625398386570282,1,1.0,-2.9861074,2,0.8695652173913043,False,C=CCCNc1nc(NCc2ccc(F)cc2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.39,5.99,0.4,False,3.29,579.6,4.58,3,8,112.1,12,True,False,0.72,False
385,CAND-00269,O=C(NO)[C@@H](NCC1CC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2c(O)cccc2C[C@H]1O,0.3944827252713764,6.984483851921073,0.5574264287282203,0.129772107029293,0.25,0.2192317030242207,1,1.0,-4.836351100000002,3,0.8125,False,O=C(NO)[C@@H](NCC1CC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2c(O)cccc2C[C@H]1O,7.21,7.8,-0.59,False,4.01,455.5,0.9,7,7,151.1,9,True,False,0.837,False
386,CAND-01253,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4cccc(Cl)c4)n3)n2)cc1,0.3937277502554618,6.1666044886075095,0.3078490623465627,0.6753113894884165,1.0,0.1326773969406014,1,1.0,-2.246156499999998,0,0.8625,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4cccc(Cl)c4)n3)n2)cc1,5.93,5.89,0.04,False,3.43,667.3,6.37,3,10,125.0,15,False,False,0.663,False
387,CAND-00871,O=C(COc1ccccc1O)NC(c1ccccc1Cl)c1cc(Cl)c2cccnc2c1O,0.3936708395113787,6.047927565474293,0.2716345846931987,0.7599445234551104,0.75,0.3595118238825978,1,1.0,-1.8443223999999985,1,0.7931034482758621,False,O=C(COc1ccccc1O)NC(c1ccccc1Cl)c1cc(Cl)c2cccnc2c1O,6.18,6.62,-0.44,False,2.86,469.3,5.24,3,5,91.7,6,True,True,0.616,True
388,CAND-00578,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(C(F)(F)F)c3)cc2)CCN(Cc2ccccc2)CC1,0.3935607495600329,6.511537221272586,0.4131059093326546,0.6659179509483301,0.5,0.2900259829790187,1,1.0,-2.290756099999998,2,0.7419354838709677,False,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(C(F)(F)F)c3)cc2)CCN(Cc2ccccc2)CC1,6.41,5.93,0.48,False,2.62,569.0,5.47,2,6,95.9,7,False,True,0.91,False
389,CAND-00797,C=CCCNc1nc(NCc2ccccc2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)c(F)c2)n1,0.3934624342758309,6.761560501629286,0.4894009653574448,0.519465074682192,0.5,0.1625398386570282,1,1.0,-2.9861073999999994,2,0.7972972972972973,False,C=CCCNc1nc(NCc2ccccc2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)c(F)c2)n1,6.43,5.7,0.73,False,3.36,579.6,4.58,3,8,112.1,12,True,False,0.693,False
390,CAND-01681,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4cccc(C)c4)n3)nc(NCC3CCOCC3)n2)cc1,0.3933319662289093,6.122497006604443,0.2943895844702011,0.5555272088337034,1.0,0.1537905799793626,1,1.0,-2.8148860999999954,0,0.8765432098765432,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4cccc(C)c4)n3)nc(NCC3CCOCC3)n2)cc1,5.89,5.9,-0.01,False,3.52,676.9,5.65,3,11,134.3,14,False,False,0.568,False
391,CAND-01678,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)c(C)c1,0.3933319662289093,6.122497006604443,0.2943895844702011,0.5555272088337032,1.0,0.1537905799793626,1,1.0,-2.8148860999999963,0,0.8192771084337349,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4ccccc4)n3)nc(NCC3CCOCC3)n2)c(C)c1,5.88,5.63,0.25,False,3.55,676.9,5.65,3,11,134.3,14,False,False,0.561,False
392,CAND-01629,COc1c(OCC(=O)NC(c2ccccc2Cl)c2cc(Cl)c3cccnc3c2O)cccc1N(C)C,0.39303720004944,6.139442392342786,0.2995604995642837,0.7417691941947611,0.75,0.3108565008909937,1,1.0,-1.9306179999999973,1,0.6986301369863014,False,COc1c(OCC(=O)NC(c2ccccc2Cl)c2cc(Cl)c3cccnc3c2O)cccc1N(C)C,6.07,6.61,-0.54,False,3.11,526.4,5.61,2,6,83.9,8,False,True,0.634,False
393,CAND-00062,Cc1cc(F)cc(C#N)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,0.3928590923917125,6.839279677189713,0.5131171122903373,0.3217828737755904,0.25,0.2876684541551464,1,1.0,-3.9246931000000016,3,0.7307692307692307,False,Cc1cc(F)cc(C#N)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.02,8.34,-1.32,False,3.32,548.7,2.99,1,6,122.0,9,True,True,0.818,False
394,CAND-01265,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4cccc(OC)c4)n3)n2)cc1,0.3927427042682254,6.152355500465736,0.303500957853964,0.5845665684313397,1.0,0.1366407511374778,1,1.0,-2.677008599999999,0,0.8414634146341463,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4cccc(OC)c4)n3)n2)cc1,5.95,5.96,-0.01,False,3.43,662.9,5.73,3,11,134.3,16,False,False,0.699,False
395,CAND-00737,CCCCNc1nc(NCc2csc(-c3sccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2cccc(C#N)c2)n1,0.3926375815102888,6.402197077406127,0.379740566752761,0.49673517163451,0.75,0.1758909937796942,1,1.0,-3.094027899999999,1,0.813953488372093,False,CCCCNc1nc(NCc2csc(-c3sccc3F)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2cccc(C#N)c2)n1,5.99,5.83,0.16,False,3.67,627.8,4.84,3,12,148.8,13,False,False,0.741,False
396,CAND-00870,COc1ccccc1OCC(=O)NC(c1ccccc1Cl)c1cc(Cl)c2cccnc2c1O,0.3924612306261854,6.037219534500717,0.2683670096822692,0.7872331915704718,0.75,0.360925752616836,1,1.0,-1.714757099999998,1,0.7666666666666667,False,COc1ccccc1OCC(=O)NC(c1ccccc1Cl)c1cc(Cl)c2cccnc2c1O,6.09,6.4,-0.31,False,2.78,483.4,5.54,2,5,80.7,7,True,True,0.627,True
397,CAND-00049,Cc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)c(C)cc1F,0.3918786062349311,6.816965835744683,0.5063080032315808,0.401202728965801,0.25,0.2957486820638025,1,1.0,-3.5476114000000027,3,0.8169014084507042,False,Cc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)c(C)cc1F,7.16,8.7,-1.54,False,3.17,537.7,3.43,1,5,98.2,9,True,True,0.777,False
398,CAND-00648,Cc1c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)ccc(Cl)c1F,0.3917126151079428,6.702198659801515,0.4712865920017992,0.4392432948728947,0.25,0.3535643970234776,1,1.0,-3.366996600000002,3,0.7391304347826086,False,Cc1c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)ccc(Cl)c1F,6.78,8.11,-1.33,False,3.2,477.0,3.16,1,5,87.2,8,True,True,0.801,False
399,CAND-00830,C=CCCNc1nc(NCc2csc(-c3cc(F)cs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.3917123214520647,6.887488166045603,0.527828019822161,0.5821387429634144,0.5,0.0926610384699473,1,1.0,-2.6885357999999986,2,0.8271604938271605,False,C=CCCNc1nc(NCc2csc(-c3cc(F)cs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.63,5.91,0.72,False,3.77,668.8,5.76,3,11,125.0,13,False,False,0.741,False
400,CAND-00832,C=CCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2F)n1,0.3917123214520647,6.887488166045603,0.527828019822161,0.5821387429634142,0.5,0.0926610384699473,1,1.0,-2.6885357999999995,2,0.8313253012048193,False,C=CCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2F)n1,6.69,5.74,0.95,False,3.7,668.8,5.76,3,11,125.0,13,False,False,0.741,False
401,CAND-01434,CCCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)cc2F)n1,0.3907560806807521,6.420397324049816,0.3852944049208075,0.6015103773679287,0.75,0.160362927401161,1,1.0,-2.596560199999999,1,0.8024691358024691,False,CCCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)cc2F)n1,6.28,5.62,0.66,False,3.46,637.2,5.62,3,11,125.0,13,False,False,0.514,False
402,CAND-01432,CCCCNc1nc(NCc2csc(-c3cc(F)cs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)cc2)n1,0.3907560806807521,6.420397324049816,0.3852944049208075,0.6015103773679289,0.75,0.160362927401161,1,1.0,-2.596560199999998,1,0.7974683544303798,False,CCCCNc1nc(NCc2csc(-c3cc(F)cs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)cc2)n1,6.23,5.83,0.4,False,3.54,637.2,5.62,3,11,125.0,13,False,False,0.619,False
403,CAND-00438,CNc1nc(NCc2csc(-c3cc(O)cs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.3902385875951003,6.338835833160364,0.360405768518636,0.4298380617750492,0.75,0.2001190111192742,1,1.0,-3.4116522000000007,1,0.8026315789473685,False,CNc1nc(NCc2csc(-c3cc(O)cs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.16,6.47,-0.31,False,3.68,626.7,4.38,4,12,145.3,10,False,False,0.665,False
404,CAND-00499,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2C#N)n1,0.3902380802512049,6.767921541612193,0.4913420482085274,0.4666901153707836,0.5,0.1485568538231373,1,1.0,-3.2366804,2,0.8026315789473685,False,C=CCCNc1nc(NCc2csc(-c3ccccc3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2C#N)n1,6.79,5.65,1.14,False,3.48,601.8,4.41,3,11,148.8,13,False,False,0.638,False
405,CAND-00793,C=CCCNc1nc(NCc2ccccc2F)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,0.3898977332188517,6.738197041447348,0.4822715632434863,0.5194650746821919,0.5,0.1625398386570282,1,1.0,-2.9861074,2,0.8194444444444444,False,C=CCCNc1nc(NCc2ccccc2F)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,6.38,5.95,0.43,False,3.33,579.6,4.58,3,8,112.1,12,True,False,0.715,False
406,CAND-00057,Cc1c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)ccc(F)c1C(F)(F)F,0.3898220233349,6.988578623993505,0.5586759558291736,0.4380929042571505,0.25,0.2016134847343776,1,1.0,-3.3724586000000016,3,0.7631578947368421,False,Cc1c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)ccc(F)c1C(F)(F)F,6.92,8.51,-1.59,False,3.37,591.7,4.14,1,5,98.2,9,True,True,0.745,False
407,CAND-01435,CCCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)c(F)c2)n1,0.389557499131189,6.412541682900554,0.3828972418216813,0.6015103773679287,0.75,0.160362927401161,1,1.0,-2.596560199999999,1,0.825,False,CCCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(Cl)c(F)c2)n1,6.34,5.6,0.74,False,3.45,637.2,5.62,3,11,125.0,13,False,False,0.655,False
408,CAND-00496,C=CCCNc1nc(NCc2csc(-c3ccccc3C#N)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,0.3894933090744694,6.763040225772749,0.4898525058550564,0.4666901153707833,0.5,0.1485568538231373,1,1.0,-3.2366804000000005,2,0.8026315789473685,False,C=CCCNc1nc(NCc2csc(-c3ccccc3C#N)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccccc2)n1,6.73,5.61,1.12,False,3.5,601.8,4.41,3,11,148.8,13,False,False,0.691,False
409,CAND-01250,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4ccccc4)n3)n2)c(Cl)c1,0.3887976910224821,6.134292314110072,0.2979889438806034,0.6753113894884167,1.0,0.1326773969406014,1,1.0,-2.246156499999997,0,0.8048780487804879,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCCC3CC3)nc(NCc3csc(-c4ccccc4)n3)n2)c(Cl)c1,5.98,5.75,0.23,False,3.46,667.3,6.37,3,10,125.0,15,False,False,0.806,False
410,CAND-00554,Cc1cc(Oc2ccc(Cl)cc2)ccc1S(=O)(=O)C1(C(=O)NO)CCN(Cc2ccccc2)CC1,0.388682004668616,6.364405222557338,0.3682083139207227,0.6290277756569804,0.5,0.348592825694182,1,1.0,-2.4659089,2,0.75,False,Cc1cc(Oc2ccc(Cl)cc2)ccc1S(=O)(=O)C1(C(=O)NO)CCN(Cc2ccccc2)CC1,6.5,6.0,0.5,False,2.5,515.0,4.75,2,6,95.9,7,True,True,0.731,False
411,CAND-01673,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3nc(-c4ccccc4)sc3Cl)nc(NCC3CCOCC3)n2)cc1,0.3885850359931008,6.110288026368894,0.2906639920783732,0.5808825593769114,1.0,0.1441767998463808,1,1.0,-2.694500099999994,0,0.7738095238095238,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3nc(-c4ccccc4)sc3Cl)nc(NCC3CCOCC3)n2)cc1,5.85,5.67,0.18,False,3.61,697.3,6.0,3,11,134.3,14,False,False,0.559,False
412,CAND-00833,C=CCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)c(F)c2)n1,0.3884534068270682,6.86612886526262,0.521310190572168,0.5821387429634142,0.5,0.0926610384699473,1,1.0,-2.6885357999999995,2,0.8313253012048193,False,C=CCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(C(F)(F)F)c(F)c2)n1,6.69,5.68,1.01,False,3.7,668.8,5.76,3,11,125.0,13,False,False,0.75,False
413,CAND-00558,Cc1ccccc1CN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,0.3877656009330135,6.358399007212742,0.3663755064495177,0.6290277756569806,0.5,0.3485928256941823,1,1.0,-2.4659088999999987,2,0.7758620689655172,False,Cc1ccccc1CN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,6.5,7.24,-0.74,False,2.46,515.0,4.75,2,6,95.9,7,True,True,0.809,False
414,CAND-00560,Cc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,0.3877656009330135,6.358399007212742,0.3663755064495177,0.6290277756569804,0.5,0.348592825694182,1,1.0,-2.4659089,2,0.8333333333333334,False,Cc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,6.45,7.23,-0.78,False,2.41,515.0,4.75,2,6,95.9,7,True,True,0.781,False
415,CAND-00052,COc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)c(C)cc1F,0.3877416729024535,6.838330158162201,0.5128273648424305,0.3358132584519321,0.25,0.2710933016041277,1,1.0,-3.858077500000003,3,0.7631578947368421,False,COc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCN(C(=O)C4CCC4)CC3)CC2)c(C)cc1F,7.13,8.34,-1.21,False,3.16,553.7,3.13,1,6,107.5,10,True,True,0.761,False
416,CAND-00588,N#Cc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,0.3875813628978983,6.358399007212742,0.3663755064495177,0.5496079204667697,0.5,0.3479786989104647,1,1.0,-2.8429906,2,0.7894736842105263,False,N#Cc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,6.39,7.21,-0.82,False,2.54,526.0,4.32,2,7,119.7,7,True,True,0.713,False
417,CAND-01699,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4cccc(C(F)(F)F)c4)n3)nc(NCC3CCOCC3)n2)cc1,0.3875637351377508,6.122497006604443,0.2943895844702011,0.5924173841250528,1.0,0.1345631430088341,1,1.0,-2.6397332999999943,0,0.8352941176470589,False,CCCc1ccc(S(=O)(=O)NC[C@H]2CCCN2c2nc(NCc3csc(-c4cccc(C(F)(F)F)c4)n3)nc(NCC3CCOCC3)n2)cc1,5.9,5.93,-0.03,False,3.64,730.9,6.36,3,11,134.3,14,False,False,0.578,False
